         250       31125
 i,   j,   euc(i,j),   man(i,j)
   126   139  3696.072  4403.000
   126   140  4896.794  6478.000
   126   141  2981.257  3610.000
   126   142  5426.326  7255.000
   126   143  2275.948  2614.000
   126   144  4340.564  5563.000
   126   145  4142.390  5535.000
   126   146  4125.048  5813.000
   126   147  2809.380  3806.000
   126   148  2130.400  2551.000
   126   149  1882.263  2632.000
   126   150  2814.742  3961.000
   126   151  1699.897  1896.000
   126   152  1975.486  2329.000
   126   153  1438.024  1662.000
   126   154  1468.409  2031.000
   126   155  2304.674  3136.000
   126   156  1691.564  1853.000
   126   157  2002.534  2808.000
   126   158  2527.269  3076.000
   126   159   891.004  1240.000
   126   160  3776.530  4321.000
   126   161  1837.333  2592.000
   126   162  2833.193  3691.000
   126   163   598.619   757.000
   126   164  3955.175  5411.000
   126   165   977.815  1100.000
   126   166  3696.099  4924.000
   126   167  1892.703  2083.000
   126   168  2015.574  2685.000
   126   169  1035.870  1256.000
   126   170  2165.294  2878.000
   126   171  2448.948  3288.000
   126   172  3725.002  4869.000
   126   173  2629.329  3275.000
   126   174  2466.899  2697.000
   126   175  4257.044  6003.000
   126   176  2632.478  3061.000
   126   177  6460.546  8936.000
   126   178  5222.124  7011.000
   126   179  5908.562  8206.000
   126   180  3978.729  5616.000
   126   181  4974.170  7011.000
   126   182  5289.660  6604.000
   126   183  4266.364  5986.000
   126   184  7756.855 10687.000
   126   185  6976.038  9209.000
   126   186  4115.634  5819.000
   126   187  5845.613  8237.000
   126   188  2423.492  3032.000
   126   189  4382.932  6024.000
   126   190  4254.835  5865.000
   126   191  4344.634  6050.000
   126   192  5658.781  6952.000
   126   193  4157.110  5856.000
   126   194  6436.554  8823.000
   126   195  4525.419  6390.000
   126   196  3929.447  5505.000
   126   197  6954.529  9828.000
   126   198  4277.509  6041.000
   126   199  6518.238  9005.000
   126   200  5849.934  8159.000
   126   201  5701.555  8058.000
   126   202  7877.722 10794.000
   126   203  3972.532  5618.000
   126   204  2046.934  2778.000
   126   205  5222.766  6471.000
   126   206  1503.031  1901.000
   126   207  4370.495  6167.000
   126   208  6064.853  8564.000
   126   209  6146.571  8479.000
   126   210  5218.621  6540.000
   126   211  5503.479  7731.000
   126   212  1331.977  1880.000
   126   213  2212.805  3023.000
   126   214  6662.287  9033.000
   126   215  6337.171  8955.000
   126   216  5936.020  8205.000
   126   217  6157.923  8036.000
   126   218  7534.083 10502.000
   126   219  5045.511  6971.000
   126   220  6582.438  9267.000
   126   221  5702.529  7928.000
   126   222  5446.137  7702.000
   126   223  6483.135  9042.000
   126   224  5545.648  7784.000
   126   225  6103.910  8538.000
   126   226  4169.007  5828.000
   126   227  4648.139  6548.000
   126   228  6333.148  8547.000
   126   229  5963.691  8280.000
   126   230  5370.978  7500.000
   126   231  4296.001  5811.000
   126   232  7650.107 10507.000
   126   233  5570.908  7844.000
   126   234  6930.355  9693.000
   126   235  6069.601  8474.000
   126   236  5833.916  8234.000
   126   237  5397.946  7229.000
   126   238  1742.494  2457.000
   126   239  8343.396 11429.000
   126   240  6106.276  8633.000
   126   241  5799.340  7969.000
   126   242  4918.217  6954.000
   126   243  5054.807  7128.000
   126   244  5923.900  8031.000
   126   245  3988.067  5611.000
   126   246  4682.315  6612.000
   126   247  6449.116  9110.000
   126   248  4249.267  6004.000
   126   249  5962.871  7562.000
   126   250  4926.628  6594.000
   127   128  2213.561  3010.000
   127   129  2900.656  4101.000
   127   130  3391.014  4416.000
   127   131  4104.810  5002.000
   127   132  3385.313  4786.000
   127   133  1152.958  1199.000
   127   134  2845.110  3759.000
   127   135  2374.668  3358.000
   127   136   560.359   752.000
   127   137  3092.332  3753.000
   127   138   265.635   318.000
   127   139  3569.101  4871.000
   127   140  3792.140  4984.000
   127   141  1923.741  2116.000
   127   142  4319.850  5761.000
   127   143  2826.279  3372.000
   127   144  3246.605  4069.000
   127   145  3036.040  4041.000
   127   146  3054.038  4319.000
   127   147  3550.002  4274.000
   127   148  2136.146  3019.000
   127   149  2324.996  3100.000
   127   150  1745.196  2467.000
   127   151  1671.639  2364.000
   127   152  1978.081  2797.000
   127   153  2514.949  3156.000
   127   154   380.522   537.000
   127   155  3287.347  4630.000
   127   156  1641.250  2321.000
   127   157  2449.495  3276.000
   127   158  1858.486  2608.000
   127   159  1331.824  1718.000
   127   160  2750.106  2827.000
   127   161  1765.322  2124.000
   127   162  2941.216  4159.000
   127   163  1171.292  1225.000
   127   164  2849.867  3917.000
   127   165  2053.591  2594.000
   127   166  3156.227  4456.000
   127   167  1808.669  2551.000
   127   168  2261.612  3153.000
   127   169  1955.031  2750.000
   127   170  1733.321  2410.000
   127   171  2014.601  2820.000
   127   172  3133.376  4401.000
   127   173  2653.426  3743.000
   127   174  2295.015  3165.000
   127   175  3188.354  4509.000
   127   176  3425.918  4555.000
   127   177  5359.359  7442.000
   127   178  4371.259  5517.000
   127   179  4961.294  6712.000
   127   180  2971.257  4122.000
   127   181  3901.842  5517.000
   127   182  4580.853  5110.000
   127   183  3292.130  4492.000
   127   184  6653.544  9193.000
   127   185  5871.638  7715.000
   127   186  3087.042  4325.000
   127   187  4839.385  6743.000
   127   188  1821.236  2066.000
   127   189  3481.241  4530.000
   127   190  3346.088  4371.000
   127   191  3400.642  4556.000
   127   192  4971.539  5458.000
   127   193  3162.530  4362.000
   127   194  5524.585  7329.000
   127   195  3510.683  4896.000
   127   196  2965.944  4011.000
   127   197  5923.170  8334.000
   127   198  3262.778  4547.000
   127   199  5416.370  7511.000
   127   200  4755.735  6665.000
   127   201  4643.155  6564.000
   127   202  6960.499  9300.000
   127   203  2935.631  4124.000
   127   204  1283.000  1284.000
   127   205  4527.878  4977.000
   127   206  1043.841  1419.000
   127   207  3362.521  4673.000
   127   208  5043.238  7070.000
   127   209  5044.008  6985.000
   127   210  4504.368  5046.000
   127   211  4420.743  6237.000
   127   212   496.181   586.000
   127   213  1408.646  1529.000
   127   214  5776.683  7539.000
   127   215  5276.308  7461.000
   127   216  5003.427  6711.000
   127   217  5358.206  6542.000
   127   218  6568.060  9008.000
   127   219  4120.777  5477.000
   127   220  5504.169  7773.000
   127   221  4605.239  6434.000
   127   222  4402.069  6208.000
   127   223  5388.636  7548.000
   127   224  4461.177  6290.000
   127   225  5013.200  7044.000
   127   226  3211.943  4334.000
   127   227  3574.564  5054.000
   127   228  5460.579  7053.000
   127   229  5017.120  6786.000
   127   230  4278.480  6006.000
   127   231  3439.373  4317.000
   127   232  6545.628  9013.000
   127   233  4494.125  6350.000
   127   234  5839.087  8199.000
   127   235  4976.465  6980.000
   127   236  4816.832  6740.000
   127   237  4550.959  5735.000
   127   238   824.323   963.000
   127   239  7425.329  9935.000
   127   240  5051.305  7139.000
   127   241  4695.182  6475.000
   127   242  3867.763  5460.000
   127   243  3984.183  5634.000
   127   244  5043.411  6537.000
   127   245  3002.433  4117.000
   127   246  3619.778  5118.000
   127   247  5423.130  7616.000
   127   248  3192.640  4510.000
   127   249  5218.267  6068.000
   127   250  4086.412  5100.000
   128   129  3081.367  3241.000
   128   130  2171.375  2730.000
   128   131  5129.820  5956.000
   128   132  4484.298  5646.000
   128   133  3253.668  4115.000
   128   134  1707.048  2295.000
   128   135  4539.674  6368.000
   128   136  1953.108  2760.000
   128   137  2257.551  3105.000
   128   138  2301.941  3210.000
   128   139  1356.040  1861.000
   128   140  4577.525  4990.000
   128   141  3453.689  4720.000
   128   142  4972.507  5043.000
   128   143  4716.681  5156.000
   128   144  4282.899  5137.000
   128   145  3874.228  4461.000
   128   146  3252.981  3459.000
   128   147  2627.331  3494.000
   128   148   531.075   751.000
   128   149  1384.564  1956.000
   128   150  2367.321  2937.000
   128   151   769.640   876.000
   128   152   592.912   811.000
   128   153  3000.430  4016.000
   128   154  2116.005  2975.000
   128   155  4577.390  5490.000
   128   156   768.766   841.000
   128   157  1416.854  1986.000
   128   158  3990.431  5618.000
   128   159  3236.480  3782.000
   128   160  4251.050  5681.000
   128   161  3941.798  5134.000
   128   162   987.984  1149.000
   128   163  1882.399  1975.000
   128   164  3536.872  3959.000
   128   165  2723.392  3454.000
   128   166  5296.280  7466.000
   128   167   576.025   673.000
   128   168   992.990  1397.000
   128   169  3456.567  3610.000
   128   170  3942.541  5420.000
   128   171  4218.510  5830.000
   128   172  5245.978  7411.000
   128   173   666.685   733.000
   128   174   148.165   155.000
   128   175  3339.850  3649.000
   128   176  5052.086  5415.000
   128   177  5616.478  6582.000
   128   178  3296.702  4657.000
   128   179  4193.987  5852.000
   128   180  2779.773  3262.000
   128   181  3962.533  4657.000
   128   182  3082.798  4250.000
   128   183  2861.924  3632.000
   128   184  6877.833  8333.000
   128   185  6479.567  6855.000
   128   186  2986.507  3465.000
   128   187  4358.417  5883.000
   128   188   821.833   944.000
   128   189  2705.515  3670.000
   128   190  2622.969  3511.000
   128   191  2812.589  3696.000
   128   192  3403.211  4598.000
   128   193  2859.413  3502.000
   128   194  4579.289  6469.000
   128   195  3245.604  4036.000
   128   196  2560.067  3151.000
   128   197  5502.374  7474.000
   128   198  3045.045  3687.000
   128   199  5683.439  6651.000
   128   200  4949.442  5805.000
   128   201  4503.101  5704.000
   128   202  5969.936  8440.000
   128   203  2921.020  3264.000
   128   204  1258.126  1728.000
   128   205  2999.004  4117.000
   128   206  1169.720  1591.000
   128   207  3088.010  3813.000
   128   208  4628.661  6210.000
   128   209  5356.327  6125.000
   128   210  3024.358  4186.000
   128   211  4514.012  5377.000
   128   212  1746.490  2424.000
   128   213  1313.554  1733.000
   128   214  4723.760  6679.000
   128   215  5097.912  6601.000
   128   216  4172.678  5851.000
   128   217  4058.800  5682.000
   128   218  5785.475  8148.000
   128   219  3343.281  4617.000
   128   220  5455.281  6913.000
   128   221  4859.520  5574.000
   128   222  4187.663  5348.000
   128   223  5532.312  6688.000
   128   224  4568.090  5430.000
   128   225  5137.531  6184.000
   128   226  2719.483  3474.000
   128   227  3696.217  4194.000
   128   228  4380.153  6193.000
   128   229  4242.483  5926.000
   128   230  4499.936  5146.000
   128   231  2504.218  3457.000
   128   232  6807.938  8153.000
   128   233  4521.359  5490.000
   128   234  5907.833  7339.000
   128   235  5135.294  6120.000
   128   236  4396.753  5880.000
   128   237  3447.720  4875.000
   128   238  1665.416  2353.000
   128   239  6422.947  9075.000
   128   240  4847.930  6279.000
   128   241  5079.743  5615.000
   128   242  3765.177  4600.000
   128   243  4018.839  4774.000
   128   244  4015.780  5677.000
   128   245  2691.922  3257.000
   128   246  3643.636  4258.000
   128   247  5003.937  6756.000
   128   248  3251.163  3650.000
   128   249  3777.523  5208.000
   128   250  3005.234  4240.000
   129   130  5210.883  5971.000
   129   131  2244.064  3043.000
   129   132  6284.083  8887.000
   129   133  3842.838  5300.000
   129   134  4693.481  5536.000
   129   135  3768.042  4057.000
   129   136  2370.571  3349.000
   129   137  5178.709  6346.000
   129   138  2683.216  3783.000
   129   139  3905.660  4774.000
   129   140  1595.872  2077.000
   129   141  1898.088  1985.000
   129   142  1909.516  2130.000
   129   143  5517.100  7473.000
   129   144  1572.768  2224.000
   129   145  1095.423  1548.000
   129   146   175.960   218.000
   129   147  5603.907  6735.000
   129   148  3498.153  3992.000
   129   149  4244.221  5197.000
   129   150  1155.537  1634.000
   129   151  3323.325  4117.000
   129   152  3443.015  4052.000
   129   153  5246.184  7257.000
   129   154  2520.510  3564.000
   129   155  6184.563  8731.000
   129   156  3287.012  4082.000
   129   157  4325.943  5227.000
   129   158  3283.874  3775.000
   129   159  4160.284  5819.000
   129   160  2154.635  2768.000
   129   161  4137.234  5413.000
   129   162  4049.021  4062.000
   129   163  3773.529  5216.000
   129   164   750.990  1046.000
   129   165  4810.650  6695.000
   129   166  4212.071  4553.000
   129   167  3266.612  3914.000
   129   168  3927.479  4638.000
   129   169  4851.953  6851.000
   129   170  3672.768  4549.000
   129   171  3796.178  4507.000
   129   172  4066.759  4498.000
   129   173  3741.181  3834.000
   129   174  3228.819  3382.000
   129   175   294.839   408.000
   129   176  6244.271  8656.000
   129   177  2599.266  3341.000
   129   178  2150.804  2692.000
   129   179  2303.056  2611.000
   129   180   508.627   719.000
   129   181  1011.601  1416.000
   129   182  2838.248  3885.000
   129   183   843.508  1127.000
   129   184  3895.849  5092.000
   129   185  3398.325  3614.000
   129   186   386.122   498.000
   129   187  2016.636  2642.000
   129   188  2285.381  2563.000
   129   189  1329.775  1831.000
   129   190  1228.323  1716.000
   129   191  1069.877  1443.000
   129   192  3211.983  4335.000
   129   193   656.507   891.000
   129   194  2935.310  3228.000
   129   195   761.759   795.000
   129   196   801.561  1130.000
   129   197  3039.432  4233.000
   129   198   579.767   688.000
   129   199  2663.466  3410.000
   129   200  1945.521  2564.000
   129   201  1742.546  2463.000
   129   202  4290.702  5199.000
   129   203   269.898   381.000
   129   204  2160.985  2817.000
   129   205  2848.508  3932.000
   129   206  2774.285  3694.000
   129   207   686.236   784.000
   129   208  2182.385  2969.000
   129   209  2313.157  2884.000
   129   210  2762.671  3791.000
   129   211  1555.841  2136.000
   129   212  2649.561  3715.000
   129   213  2000.948  2572.000
   129   214  3249.796  3438.000
   129   215  2375.899  3360.000
   129   216  2389.290  2610.000
   129   217  3150.318  3727.000
   129   218  3793.627  4907.000
   129   219  1655.387  1894.000
   129   220  2621.615  3672.000
   129   221  1825.971  2333.000
   129   222  1512.549  2107.000
   129   223  2568.795  3447.000
   129   224  1602.543  2189.000
   129   225  2176.356  2943.000
   129   226   908.146  1263.000
   129   227   689.586   953.000
   129   228  3000.384  3048.000
   129   229  2356.889  2685.000
   129   230  1469.623  1905.000
   129   231  1523.711  2144.000
   129   232  3808.084  4912.000
   129   233  1611.091  2249.000
   129   234  2996.665  4098.000
   129   235  2154.374  2879.000
   129   236  1969.543  2639.000
   129   237  2307.047  2824.000
   129   238  2253.957  3138.000
   129   239  4740.884  5834.000
   129   240  2151.167  3038.000
   129   241  2011.778  2374.000
   129   242   974.742  1359.000
   129   243  1090.718  1533.000
   129   244  2600.926  2756.000
   129   245   666.191   942.000
   129   246   719.170  1017.000
   129   247  2550.145  3515.000
   129   248   300.807   409.000
   129   249  3217.429  4103.000
   129   250  1983.386  2621.000
   130   131  7121.216  7362.000
   130   132  3670.251  4294.000
   130   133  3932.663  5521.000
   130   134   557.169   657.000
   130   135  5661.205  7774.000
   130   136  3480.692  4166.000
   130   137   538.607   663.000
   130   138  3612.118  4616.000
   130   139  2280.600  3193.000
   130   140  6628.957  6854.000
   130   141  5167.982  6126.000
   130   142  7064.763  7631.000
   130   143  4760.034  6562.000
   130   144  6248.302  6543.000
   130   145  5889.041  5911.000
   130   146  5385.557  6189.000
   130   147   549.482   764.000
   130   148  1712.900  1979.000
   130   149  1079.568  1316.000
   130   150  4340.001  4343.000
   130   151  1955.508  2052.000
   130   152  1775.348  1919.000
   130   153  2163.328  2776.000
   130   154  3534.601  4381.000
   130   155  3937.289  4836.000
   130   156  1994.661  2095.000
   130   157   962.584  1140.000
   130   158  5203.796  7024.000
   130   159  3670.044  5188.000
   130   160  6011.962  7087.000
   130   161  4641.280  6540.000
   130   162  1380.267  1935.000
   130   163  2318.675  3191.000
   130   164  5579.991  5787.000
   130   165  2257.906  3110.000
   130   166  6451.716  8872.000
   130   167  1963.348  2057.000
   130   168  1298.472  1333.000
   130   169  3382.544  4702.000
   130   170  4930.333  6826.000
   130   171  5220.296  7236.000
   130   172  6458.996  8817.000
   130   173  1584.250  2137.000
   130   174  2033.214  2589.000
   130   175  5481.590  6379.000
   130   176  4691.360  6067.000
   130   177  7776.865  9312.000
   130   178  5348.593  7387.000
   130   179  6295.916  8582.000
   130   180  4942.877  5992.000
   130   181  6124.757  7387.000
   130   182  4945.137  6980.000
   130   183  5033.086  6362.000
   130   184  9045.576 11063.000
   130   185  8600.215  9585.000
   130   186  5146.750  6195.000
   130   187  6508.218  8613.000
   130   188  2927.197  3408.000
   130   189  4855.417  6400.000
   130   190  4781.511  6241.000
   130   191  4978.195  6426.000
   130   192  5181.691  7328.000
   130   193  5029.364  6232.000
   130   194  6615.976  9199.000
   130   195  5416.697  6766.000
   130   196  4730.533  5881.000
   130   197  7644.632 10204.000
   130   198  5213.542  6417.000
   130   199  7843.396  9381.000
   130   200  7110.440  8535.000
   130   201  6674.316  8434.000
   130   202  7943.079 11170.000
   130   203  5071.286  5994.000
   130   204  3144.016  3154.000
   130   205  4849.288  6847.000
   130   206  2661.460  2997.000
   130   207  5258.663  6543.000
   130   208  6782.558  8940.000
   130   209  7509.521  8855.000
   130   210  4904.582  6916.000
   130   211  6678.954  8107.000
   130   212  3143.122  3830.000
   130   213  3271.584  3399.000
   130   214  6713.406  9409.000
   130   215  7266.381  9331.000
   130   216  6259.213  8581.000
   130   217  5962.894  8412.000
   130   218  7840.708 10878.000
   130   219  5470.788  7347.000
   130   220  7626.467  9643.000
   130   221  7014.196  8304.000
   130   222  6358.325  8078.000
   130   223  7699.866  9418.000
   130   224  6732.549  8160.000
   130   225  7304.375  8914.000
   130   226  4890.233  6204.000
   130   227  5849.207  6924.000
   130   228  6373.201  8923.000
   130   229  6341.162  8656.000
   130   230  6654.092  7876.000
   130   231  4637.326  6187.000
   130   232  8973.333 10883.000
   130   233  6689.853  8220.000
   130   234  8078.798 10069.000
   130   235  7300.081  8850.000
   130   236  6552.987  8610.000
   130   237  5480.468  7605.000
   130   238  3328.361  3759.000
   130   239  8378.193 11805.000
   130   240  7016.387  9009.000
   130   241  7221.350  8345.000
   130   242  5934.671  7330.000
   130   243  6183.450  7504.000
   130   244  6046.512  8407.000
   130   245  4860.468  5987.000
   130   246  5804.783  6988.000
   130   247  7152.564  9486.000
   130   248  5401.907  6380.000
   130   249  5615.091  7938.000
   130   250  5072.677  6970.000
   131   132  7253.191  9788.000
   131   133  4573.931  6201.000
   131   134  6572.366  6705.000
   131   135  3517.919  4958.000
   131   136  3760.114  4250.000
   131   137  6978.381  7247.000
   131   138  3839.295  4684.000
   131   139  6109.031  7817.000
   131   140   683.184   966.000
   131   141  2219.988  2886.000
   131   142   839.539   913.000
   131   143  5948.272  8374.000
   131   144   877.852   933.000
   131   145  1256.691  1495.000
   131   146  2122.548  2923.000
   131   147  7430.912  7636.000
   131   148  5455.395  5965.000
   131   149  6072.056  6098.000
   131   150  2787.524  3019.000
   131   151  5166.063  5310.000
   131   152  5362.567  5743.000
   131   153  6617.566  8158.000
   131   154  3796.221  4465.000
   131   155  7041.168  9632.000
   131   156  5126.967  5267.000
   131   157  6175.179  6222.000
   131   158  3315.058  4676.000
   131   159  4994.230  6720.000
   131   160  1550.202  2175.000
   131   161  4502.348  6314.000
   131   162  6117.802  7105.000
   131   163  5235.214  6117.000
   131   164  1607.052  1997.000
   131   165  6155.434  7596.000
   131   166  3518.996  4742.000
   131   167  5167.264  5497.000
   131   168  5825.732  6099.000
   131   169  5795.218  7752.000
   131   170  3872.325  5450.000
   131   171  3825.071  5408.000
   131   172  3334.085  4485.000
   131   173  5794.952  6689.000
   131   174  5276.761  6111.000
   131   175  2119.776  2957.000
   131   176  6819.578  9557.000
   131   177  2029.002  2440.000
   131   178  4071.575  5735.000
   131   179  3729.893  4990.000
   131   180  2731.945  3762.000
   131   181  2040.239  2839.000
   131   182  4899.431  6928.000
   131   183  2970.606  4170.000
   131   184  3036.956  4191.000
   131   185  1920.416  2713.000
   131   186  2549.217  3541.000
   131   187  3160.757  4117.000
   131   188  4308.099  5012.000
   131   189  3462.561  4874.000
   131   190  3394.572  4759.000
   131   191  3187.719  4486.000
   131   192  5226.989  7378.000
   131   193  2818.329  3934.000
   131   194  4322.692  5653.000
   131   195  2666.846  3770.000
   131   196  3032.821  4173.000
   131   197  3568.356  3790.000
   131   198  2657.761  3731.000
   131   199  2046.623  2509.000
   131   200  1863.813  2045.000
   131   201  2469.739  3124.000
   131   202  5318.195  6172.000
   131   203  2499.466  3424.000
   131   204  3981.175  4228.000
   131   205  4932.102  6975.000
   131   206  4481.476  4595.000
   131   207  2716.079  3827.000
   131   208  3112.685  3886.000
   131   209  1757.739  1983.000
   131   210  4832.468  6834.000
   131   211  1981.218  2515.000
   131   212  4109.896  4616.000
   131   213  3866.229  4223.000
   131   214  4666.959  6093.000
   131   215  2774.160  3057.000
   131   216  3863.056  5189.000
   131   217  4909.404  6770.000
   131   218  4648.278  5212.000
   131   219  3507.107  4937.000
   131   220  2653.715  2771.000
   131   221  1702.751  1936.000
   131   222  2558.924  3412.000
   131   223  2244.653  2546.000
   131   224  1960.979  2456.000
   131   225  2092.597  2142.000
   131   226  3081.222  4306.000
   131   227  2005.692  2836.000
   131   228  4544.605  6091.000
   131   229  3765.832  5018.000
   131   230  1717.696  2212.000
   131   231  3699.608  5187.000
   131   232  2897.011  4011.000
   131   233  2119.999  2678.000
   131   234  2652.751  3197.000
   131   235  2012.287  2046.000
   131   236  3041.135  3934.000
   131   237  4180.848  5867.000
   131   238  3827.214  4039.000
   131   239  5684.140  6347.000
   131   240  2722.680  3203.000
   131   241  1474.000  1475.000
   131   242  2337.610  3274.000
   131   243  2079.400  2872.000
   131   244  4241.735  5799.000
   131   245  2886.473  3985.000
   131   246  2161.061  3054.000
   131   247  3290.554  3850.000
   131   248  2261.378  3160.000
   131   249  5108.898  7146.000
   131   250  4005.652  5664.000
   132   133  2680.681  3587.000
   132   134  3496.925  3637.000
   132   135  4209.471  4830.000
   132   136  3917.003  5538.000
   132   137  3133.755  3631.000
   132   138  3616.248  5104.000
   132   139  5471.420  6109.000
   132   140  7066.516  9770.000
   132   141  5049.447  6902.000
   132   142  7611.939 10547.000
   132   143  1889.870  2268.000
   132   144  6460.226  8855.000
   132   145  6339.963  8827.000
   132   146  6439.023  9105.000
   132   147  3306.827  4152.000
   132   148  4022.042  4895.000
   132   149  3352.953  3690.000
   132   150  5128.763  7253.000
   132   151  3726.893  4770.000
   132   152  3907.227  4835.000
   132   153  1574.996  1630.000
   132   154  3764.432  5323.000
   132   155   398.811   542.000
   132   156  3736.551  4805.000
   132   157  3416.381  3660.000
   132   158  4097.893  5112.000
   132   159  2259.631  3068.000
   132   160  5734.048  7613.000
   132   161  2925.166  3474.000
   132   162  4462.599  4851.000
   132   163  2710.429  3671.000
   132   164  6200.373  8703.000
   132   165  1761.636  2192.000
   132   166  4817.686  5046.000
   132   167  3913.488  4973.000
   132   168  3690.594  4249.000
   132   169  1468.292  2036.000
   132   170  3551.708  4338.000
   132   171  3730.936  4380.000
   132   172  4928.455  5303.000
   132   173  4395.705  5053.000
   132   174  4447.745  5505.000
   132   175  6573.026  9295.000
   132   176  1264.296  1773.000
   132   177  8716.402 12228.000
   132   178  7525.447 10303.000
   132   179  8243.121 11498.000
   132   180  6317.994  8908.000
   132   181  7287.121 10303.000
   132   182  7511.006  9896.000
   132   183  6606.651  9278.000
   132   184  9998.627 13979.000
   132   185  9123.328 12501.000
   132   186  6451.126  9111.000
   132   187  8185.910 11529.000
   132   188  4678.253  6324.000
   132   189  6710.048  9316.000
   132   190  6584.457  9157.000
   132   191  6681.455  9342.000
   132   192  7858.614 10244.000
   132   193  6497.533  9148.000
   132   194  8759.437 12115.000
   132   195  6864.180  9682.000
   132   196  6269.300  8797.000
   132   197  9291.277 13120.000
   132   198  6616.058  9333.000
   132   199  8770.885 12297.000
   132   200  8129.328 11451.000
   132   201  8025.760 11350.000
   132   202 10199.270 14086.000
   132   203  6305.348  8910.000
   132   204  4369.811  6070.000
   132   205  7435.752  9763.000
   132   206  3784.802  5193.000
   132   207  6710.021  9459.000
   132   208  8403.388 11856.000
   132   209  8396.970 11771.000
   132   210  7444.830  9832.000
   132   211  7804.240 11023.000
   132   212  3671.844  5172.000
   132   213  4539.452  6315.000
   132   214  8973.746 12325.000
   132   215  8659.940 12247.000
   132   216  8266.790 11497.000
   132   217  8426.992 11328.000
   132   218  9870.946 13794.000
   132   219  7376.393 10263.000
   132   220  8888.668 12559.000
   132   221  7974.015 11220.000
   132   222  7777.736 10994.000
   132   223  8760.740 12334.000
   132   224  7843.861 11076.000
   132   225  8390.661 11830.000
   132   226  6507.958  9120.000
   132   227  6959.864  9840.000
   132   228  8640.036 11839.000
   132   229  8298.002 11572.000
   132   230  7655.063 10792.000
   132   231  6608.887  9103.000
   132   232  9884.298 13799.000
   132   233  7879.168 11136.000
   132   234  9214.968 12985.000
   132   235  8351.145 11766.000
   132   236  8173.085 11526.000
   132   237  7698.241 10521.000
   132   238  4082.721  5749.000
   132   239 10664.420 14721.000
   132   240  8432.789 11925.000
   132   241  8042.007 11261.000
   132   242  7246.480 10246.000
   132   243  7369.356 10420.000
   132   244  8236.161 11323.000
   132   245  6328.677  8903.000
   132   246  7003.192  9904.000
   132   247  8786.954 12402.000
   132   248  6573.586  9296.000
   132   249  8198.762 10854.000
   132   250  7227.455  9886.000
   133   134  3443.413  4864.000
   133   135  1819.486  2253.000
   133   136  1679.647  1951.000
   133   137  3513.850  4858.000
   133   138  1249.063  1517.000
   133   139  4586.560  5976.000
   133   140  4415.604  6183.000
   133   141  2382.777  3315.000
   133   142  4965.017  6960.000
   133   143  1703.762  2173.000
   133   144  3794.490  5268.000
   133   145  3713.308  5240.000
   133   146  3976.119  5518.000
   133   147  3936.551  5379.000
   133   148  3059.268  4124.000
   133   149  2974.276  4205.000
   133   150  2722.796  3666.000
   133   151  2591.665  3469.000
   133   152  2896.818  3902.000
   133   153  2383.786  2745.000
   133   154  1468.553  1736.000
   133   155  2473.963  3431.000
   133   156  2571.089  3426.000
   133   157  3098.265  4381.000
   133   158  1514.040  1525.000
   133   159   436.033   519.000
   133   160  3054.589  4026.000
   133   161   724.959  1019.000
   133   162  3828.015  5264.000
   133   163  1648.629  2330.000
   133   164  3619.240  5116.000
   133   165  1969.638  2411.000
   133   166  2584.365  3351.000
   133   167  2764.718  3656.000
   133   168  3047.032  4258.000
   133   169  1240.234  1551.000
   133   170  1064.666  1305.000
   133   171  1336.053  1715.000
   133   172  2627.572  3296.000
   133   173  3581.359  4848.000
   133   174  3309.957  4270.000
   133   175  4112.585  5708.000
   133   176  2404.252  3356.000
   133   177  6114.591  8641.000
   133   178  5489.439  6716.000
   133   179  6020.802  7911.000
   133   180  4000.205  5321.000
   133   181  4801.076  6716.000
   133   182  5730.666  6309.000
   133   183  4348.087  5691.000
   133   184  7375.882 10392.000
   133   185  6454.632  8914.000
   133   186  4086.843  5524.000
   133   187  5841.898  7942.000
   133   188  2961.960  3171.000
   133   189  4583.696  5729.000
   133   190  4446.326  5570.000
   133   191  4478.619  5755.000
   133   192  6122.664  6657.000
   133   193  4201.510  5561.000
   133   194  6605.230  8528.000
   133   195  4520.513  6095.000
   133   196  4036.231  5210.000
   133   197  6880.287  9533.000
   133   198  4277.185  5746.000
   133   199  6165.327  8710.000
   133   200  5562.559  7864.000
   133   201  5563.733  7763.000
   133   202  8030.771 10499.000
   133   203  3926.845  5323.000
   133   204  2435.473  2483.000
   133   205  5678.949  6176.000
   133   206  2115.397  2524.000
   133   207  4383.183  5872.000
   133   208  6023.221  8269.000
   133   209  5792.013  8184.000
   133   210  5653.763  6245.000
   133   211  5279.601  7436.000
   133   212  1638.857  1691.000
   133   213  2560.850  2728.000
   133   214  6871.396  8738.000
   133   215  6183.618  8660.000
   133   216  6073.599  7910.000
   133   217  6489.149  7741.000
   133   218  7600.871 10207.000
   133   219  5203.566  6676.000
   133   220  6362.896  8972.000
   133   221  5397.764  7633.000
   133   222  5354.049  7407.000
   133   223  6185.185  8747.000
   133   224  5313.349  7489.000
   133   225  5832.566  8243.000
   133   226  4283.125  5533.000
   133   227  4477.166  6253.000
   133   228  6563.459  8252.000
   133   229  6076.741  7985.000
   133   230  5101.454  7205.000
   133   231  4561.906  5516.000
   133   232  7255.928 10212.000
   133   233  5370.660  7549.000
   133   234  6645.949  9398.000
